2.178648372238744635e+00,3.104652775143670773e+00,0.000000000000000000e+00
1.993768792997812511e+00,4.766499070599198085e+00,0.000000000000000000e+00
1.229811727335052174e+00,3.485285019622044622e+00,0.000000000000000000e+00
4.463974045908931654e-01,4.813527686143959095e+00,0.000000000000000000e+00
3.483911781911175343e-02,3.267278099247909129e+00,0.000000000000000000e+00
5.649010773125052731e-01,4.593502387423166411e+00,0.000000000000000000e+00
6.068403166701714646e-01,3.925250946679080144e+00,0.000000000000000000e+00
1.874806017901974764e+00,4.723626925591885239e+00,0.000000000000000000e+00
1.230881853370933587e+00,3.934189060365850921e+00,0.000000000000000000e+00
2.487791366915483859e-01,3.244810776861517532e+00,0.000000000000000000e+00
5.248302022905569908e-01,3.753590104486981716e+00,0.000000000000000000e+00
1.539969801730605603e+00,3.059271892314139318e+00,0.000000000000000000e+00
2.802240347954850552e+00,4.582913735422700086e+00,0.000000000000000000e+00
1.133935486298809137e+00,4.562474508888769265e+00,0.000000000000000000e+00
1.067273378062149503e+00,3.877092767702661646e+00,0.000000000000000000e+00
1.572732698483835012e+00,3.401922216104392493e+00,0.000000000000000000e+00
1.937994026187317864e+00,4.796716627841724367e+00,0.000000000000000000e+00
1.432605374457225356e-01,4.608522129637806941e+00,0.000000000000000000e+00
4.614257931792785650e-01,3.567041869190116010e+00,0.000000000000000000e+00
8.019701558959362320e-01,3.142596001222086155e+00,0.000000000000000000e+00
6.612133644237647712e-01,4.215850580797974700e+00,0.000000000000000000e+00
1.150284254541911189e-02,4.184624822293567803e+00,0.000000000000000000e+00
2.935619297857342769e+00,4.659902370764523738e+00,0.000000000000000000e+00
1.081545656674445244e+00,3.405145057657414487e+00,0.000000000000000000e+00
1.722554626269589662e+00,3.082121191103277091e+00,0.000000000000000000e+00
7.997810156857255715e-01,3.798436405966429064e+00,0.000000000000000000e+00
1.378154616919557984e+00,3.870214118506020817e+00,0.000000000000000000e+00
2.972919403828653273e+00,4.807501480104578562e+00,0.000000000000000000e+00
2.643776250301107744e+00,3.325177743862465896e+00,0.000000000000000000e+00
1.711974865811100699e+00,4.179704010927719260e+00,0.000000000000000000e+00
6.470186163961300085e-01,3.430495830202675123e+00,0.000000000000000000e+00
2.841107622546160449e+00,3.615613540237459400e+00,0.000000000000000000e+00
2.760419469759751276e+00,3.672896303111208294e+00,0.000000000000000000e+00
2.494662459905886642e+00,3.522706206962473274e+00,0.000000000000000000e+00
2.449913571213140351e+00,4.649568985042925817e+00,0.000000000000000000e+00
9.862693951341973131e-01,4.186619123363079176e+00,0.000000000000000000e+00
2.245779156649204467e+00,4.634182546002383773e+00,0.000000000000000000e+00
2.576096894552912353e+00,3.233946205998290857e+00,0.000000000000000000e+00
1.231197481447386721e+00,3.396137367207960445e+00,0.000000000000000000e+00
1.460665946971145157e+00,3.982036898222248489e+00,0.000000000000000000e+00
2.599781574664283390e+00,4.268697279324237925e+00,0.000000000000000000e+00
1.455189283965517832e-01,3.320407336591918668e+00,0.000000000000000000e+00
8.320950151279414841e-01,4.660229962340641130e+00,0.000000000000000000e+00
1.215631661360236260e+00,3.170813558580694025e+00,0.000000000000000000e+00
2.711012867476896737e+00,3.977709691066171338e+00,0.000000000000000000e+00
2.214134055212721996e+00,3.031187072104709834e+00,0.000000000000000000e+00
2.507727295896216457e+00,3.095320284986655679e+00,0.000000000000000000e+00
2.579830078380087155e+00,3.467135224155129869e+00,0.000000000000000000e+00
1.046589474738898407e+00,3.910123698638445333e+00,0.000000000000000000e+00
3.662853303685793538e-01,3.214449211850212151e+00,0.000000000000000000e+00
4.317790397059042995e+00,4.823006509931498931e-01,0.000000000000000000e+00
3.061763037110819319e+00,2.123631069469155364e+00,0.000000000000000000e+00
3.377572334086087036e+00,2.127427742083401352e+00,0.000000000000000000e+00
5.924234264823994955e+00,1.593548484592563153e+00,0.000000000000000000e+00
3.065389009661975805e+00,8.875309521586066674e-01,0.000000000000000000e+00
3.859789526961541206e+00,5.180712699492058260e-01,0.000000000000000000e+00
3.803075802006602668e+00,1.353006094635916812e-01,0.000000000000000000e+00
3.114225015389171070e+00,1.454900290002537622e-01,0.000000000000000000e+00
4.676863587472815276e+00,2.017661887636397200e-01,0.000000000000000000e+00
2.721893500627857065e+00,2.689326990573335685e+00,0.000000000000000000e+00
5.287802535176628460e+00,2.199962749624169600e+00,0.000000000000000000e+00
4.397156664253244251e+00,3.656304584745925235e-01,0.000000000000000000e+00
3.056997432321176156e+00,2.824756931584480935e+00,0.000000000000000000e+00
2.670261588199346114e+00,1.809605089464859873e+00,0.000000000000000000e+00
5.815100069586049081e+00,7.488795036420918816e-01,0.000000000000000000e+00
5.816415929931813444e+00,1.133737742742554344e-01,0.000000000000000000e+00
3.015419980026091018e+00,8.801495746080989502e-02,0.000000000000000000e+00
3.078048861880175124e+00,2.373275446519246490e+00,0.000000000000000000e+00
3.417231913408419253e+00,8.736935871278873611e-01,0.000000000000000000e+00
4.855562897223707708e+00,2.978928958025642615e+00,0.000000000000000000e+00
4.479660603857264611e+00,2.479796038920826895e+00,0.000000000000000000e+00
2.915111663504755146e+00,1.492124350275672695e+00,0.000000000000000000e+00
4.250895346787496365e+00,2.814436178741265060e+00,0.000000000000000000e+00
5.415094616840534947e+00,2.033394836526243310e-01,0.000000000000000000e+00
3.962934093313005945e+00,1.504425542413962535e+00,0.000000000000000000e+00
4.445235993192192758e+00,1.824274445585521098e+00,0.000000000000000000e+00
5.573885312152613736e+00,1.623427125036279506e+00,0.000000000000000000e+00
3.031390657462326832e+00,2.696927347926599605e+00,0.000000000000000000e+00
4.594994248360579903e+00,2.290796892935824225e+00,0.000000000000000000e+00
3.643868543908665547e+00,9.716049414046723509e-02,0.000000000000000000e+00
